Gene	Module	kME
SULT1A4	P1_I6_M9	0.95
GPSM3	P1_I6_M5	0.96
LAT	P1_I6_M5	0.9
NCKIPSD	P1_I6_M7	0.98
FAM209B	P1_I6_M2	0.99
ATP6V1G2	P1_I6_M1	0.9
GTF2H4	P1_I6_M1	0.99
DDX47	P1_I6_M4	0.91
ZNF845	P1_I6_M1	0.95
KLRK1	P1_I6_M5	0.91
CEACAM18	P1_I6_M1	0.92
PPM1N	P1_I6_M8	0.93
CEACAM16	P1_I6_M1	0.99
SLC23A3	P1_I6_M12	0.89
LTB4R	P1_I6_M10	0.97
LTB4R2	P1_I6_M10	0.9
DNASE1	P1_I6_M9	0.86
LEUTX	P1_I6_M1	0.99
CCL27	P1_I6_M10	0.96
HBE1	P1_I6_M1	0.99
CLDN9	P1_I6_M1	0.99
NUDT19	P1_I6_M1	0.89
ZNF726	P1_I6_M1	0.96
ZNF99	P1_I6_M1	1.0
ZNF90	P1_I6_M1	0.97
TM6SF2	P1_I6_M9	0.97
ZNF891	P1_I6_M1	1.0
IFNA7	P1_I6_M1	0.99
SMCO1	P1_I6_M8	0.91
WEE2	P1_I6_M1	0.99
TMEM213	P1_I6_M12	0.93
PRCD	P1_I6_M1	0.99
ZNF788	P1_I6_M1	0.98
C19orf38	P1_I6_M13	0.95
C12orf74	P1_I6_M1	0.99
IQCJ	P1_I6_M1	0.99
C17orf67	P1_I6_M1	0.99
MINDY4B	P1_I6_M1	0.99
ANG	P1_I6_M6	0.99
SCART1	P1_I6_M1	0.99
NPS	P1_I6_M1	0.99
SPDYE3	P1_I6_M1	1.0
MBLAC1	P1_I6_M1	0.99
FOXI3	P1_I6_M1	0.97
SOGA3	P1_I6_M1	0.96
EFCAB9	P1_I6_M1	0.92
VSTM5	P1_I6_M1	0.97
LCNL1	P1_I6_M1	0.99
BBIP1	P1_I6_M2	0.94
TRIM77	P1_I6_M1	0.99
GNAT3	P1_I6_M1	0.99
AS3MT	P1_I6_M17	0.92
SPINK13	P1_I6_M11	0.99
HIGD1C	P1_I6_M1	0.99
NOTO	P1_I6_M1	0.99
PPME1	P1_I6_M7	0.95
KRTAP2-2	P1_I6_M1	0.99
ZNF705E	P1_I6_M1	0.99
NUTM2D	P1_I6_M1	0.97
CPEB1	P1_I6_M2	0.92
EML6	P1_I6_M1	0.94
DEFB113	P1_I6_M11	0.93
ZNF727	P1_I6_M1	0.98
RP11-27I1.4	P1_I6_M1	0.98
IQCF5	P1_I6_M2	0.99
IQCF6	P1_I6_M1	0.9
C10orf105	P1_I6_M1	0.99
ARHGEF33	P1_I6_M1	0.96
C12orf71	P1_I6_M1	0.99
CAPN14	P1_I6_M15	0.96
RP1-139D8.6	P1_I6_M2	0.99
METTL12	P1_I6_M1	0.99
RP11-726G1.1	P1_I6_M1	1.0
MS4A4E	P1_I6_M1	0.95
CDRT15L2	P1_I6_M1	0.95
MTCP1	P1_I6_M1	0.98
RAD51AP2	P1_I6_M1	0.91
EVPLL	P1_I6_M1	0.99
DCDC2C	P1_I6_M1	0.99
SMTNL1	P1_I6_M8	0.98
TRIM64C	P1_I6_M1	0.99
U82695.5	P1_I6_M1	0.94
SPATA31D1	P1_I6_M1	0.97
ZSWIM7	P1_I6_M1	0.88
GPR33	P1_I6_M1	0.99
TBC1D26	P1_I6_M1	0.92
LRRC69	P1_I6_M1	0.99
ISPD	P1_I6_M1	0.99
GSG1L2	P1_I6_M1	1.0
ACSM4	P1_I6_M1	1.0
PHB2	P1_I6_M14	0.85
TCP11X2	P1_I6_M1	1.0
GRID2IP	P1_I6_M1	0.99
CXorf49B	P1_I6_M1	1.0
CXorf49	P1_I6_M1	1.0
CBWD7	P1_I6_M1	0.97
C16orf90	P1_I6_M1	0.86
PRSS41	P1_I6_M1	0.99
NLRP2B	P1_I6_M1	0.99
MSMP	P1_I6_M1	0.99
GOLGA6B	P1_I6_M1	0.99
FAM166B	P1_I6_M17	0.9
GRXCR1	P1_I6_M1	0.97
KCNU1	P1_I6_M1	0.94
GAGE12G	P1_I6_M1	0.96
HOMEZ	P1_I6_M2	0.91
GAGE10	P1_I6_M1	0.99
ZNF705D	P1_I6_M1	0.98
ZNF705B	P1_I6_M1	1.0
ZNF705G	P1_I6_M1	0.99
SCRT2	P1_I6_M1	0.99
ZNF407	P1_I6_M1	0.96
KRTAP10-4	P1_I6_M1	0.99
KRTAP10-1	P1_I6_M1	0.99
SKOR2	P1_I6_M1	0.99
SIAH3	P1_I6_M1	0.98
EFCAB8	P1_I6_M1	1.0
DEFB116	P1_I6_M1	0.99
DEFB115	P1_I6_M1	0.99
GAB4	P1_I6_M1	0.99
C20orf202	P1_I6_M1	0.98
HMX1	P1_I6_M1	1.0
RSC1A1	P1_I6_M1	0.96
CELA2B	P1_I6_M18	1.0
TMEM242	P1_I6_M1	0.83
TMEM167B	P1_I6_M4	0.89
FAM72D	P1_I6_M1	0.97
SLC35E2	P1_I6_M1	0.95
ZC3H11B	P1_I6_M1	0.98
CYB5RL	P1_I6_M1	0.98
LACTBL1	P1_I6_M1	0.99
C1orf167	P1_I6_M1	0.93
TTC34	P1_I6_M1	1.0
ATAD3C	P1_I6_M1	0.99
GAGE12E	P1_I6_M1	1.0
AC131097.4	P1_I6_M1	0.9
CCDC7	P1_I6_M2	0.98
SP9	P1_I6_M1	0.99
SYCE3	P1_I6_M2	0.99
PAM16	P1_I6_M1	0.86
CEBPZOS	P1_I6_M4	0.82
TDRD15	P1_I6_M1	0.97
PAPOLB	P1_I6_M2	0.98
ZNF579	P1_I6_M1	0.82
CELA3B	P1_I6_M18	1.0
TEX40	P1_I6_M2	0.94
FAM19A5	P1_I6_M3	0.92
PPP1R3G	P1_I6_M1	0.98
LINGO3	P1_I6_M1	0.99
ZGLP1	P1_I6_M1	1.0
VAMP2	P1_I6_M3	0.84
OR6B1	P1_I6_M1	0.99
EBF2	P1_I6_M1	0.95
C6orf226	P1_I6_M1	0.84
PPP3R1	P1_I6_M3	0.91
FANCG	P1_I6_M1	0.93
OR2A5	P1_I6_M1	0.99
KRTAP10-9	P1_I6_M1	0.99
OR4A5	P1_I6_M1	0.99
C2orf16	P1_I6_M1	0.93
KRTAP1-5	P1_I6_M1	0.99
TAS2R41	P1_I6_M1	0.99
OR2A12	P1_I6_M1	0.99
KRTAP10-10	P1_I6_M1	0.99
KRTAP12-2	P1_I6_M1	0.99
PLXNA4	P1_I6_M1	0.89
MAGEA3	P1_I6_M1	0.95
TMEM257	P1_I6_M1	0.99
ZNF816-ZNF321P	P1_I6_M1	0.99
PSG7	P1_I6_M1	0.98
KRTAP1-3	P1_I6_M1	0.99
OR3A2	P1_I6_M1	0.99
ARIH2OS	P1_I6_M1	1.0
ZBED8	P1_I6_M1	0.84
HMSD	P1_I6_M1	0.99
OR1C1	P1_I6_M1	1.0
NPTXR	P1_I6_M3	0.99
POM121L12	P1_I6_M1	0.98
FAM200A	P1_I6_M1	0.84
OR2F2	P1_I6_M1	0.99
C19orf73	P1_I6_M1	0.99
TRIM16	P1_I6_M15	0.9
OR6X1	P1_I6_M1	0.99
HEPN1	P1_I6_M3	0.98
OR2A25	P1_I6_M1	0.99
TAS2R40	P1_I6_M1	0.99
OR2A14	P1_I6_M1	0.99
FXYD7	P1_I6_M3	0.99
XKR9	P1_I6_M1	0.92
OR4C12	P1_I6_M1	0.99
PRR21	P1_I6_M1	0.99
OR2A1	P1_I6_M1	0.99
C3orf36	P1_I6_M1	0.93
OR4E2	P1_I6_M1	0.99
UBA52	P1_I6_M14	0.9
PPT2	P1_I6_M1	0.94
OR2A2	P1_I6_M1	0.99
ZNF630	P1_I6_M1	0.96
TIAF1	P1_I6_M1	0.98
BTBD19	P1_I6_M1	0.98
FAM185A	P1_I6_M1	0.98
RAB6C	P1_I6_M1	0.97
C21orf140	P1_I6_M1	1.0
PSMB11	P1_I6_M1	0.99
POTEM	P1_I6_M1	0.99
POTEJ	P1_I6_M1	0.99
C10orf55	P1_I6_M1	0.99
RP11-211G3.2	P1_I6_M1	0.95
TRIM49D1	P1_I6_M1	0.99
USP17L2	P1_I6_M1	0.99
VPS52	P1_I6_M1	0.93
CDRT15	P1_I6_M1	0.95
USP17L15	P1_I6_M1	0.99
TINCR	P1_I6_M10	0.98
CENPVL1	P1_I6_M1	1.0
EBLN1	P1_I6_M1	0.99
HBD	P1_I6_M13	0.96
ZNF735	P1_I6_M1	0.99
RFPL4A	P1_I6_M1	0.99
C1GALT1C1L	P1_I6_M1	0.92
CERS1	P1_I6_M3	0.98
HLA-DPB1	P1_I6_M5	0.81
CPTP	P1_I6_M2	0.82
CT47A10	P1_I6_M1	1.0
LINC00633	P1_I6_M1	0.93
CENPVL3	P1_I6_M1	0.99
ADM5	P1_I6_M1	0.99
CXorf51A	P1_I6_M1	0.99
SMIM13	P1_I6_M3	0.9
GPX5	P1_I6_M1	0.92
NPIPA3	P1_I6_M1	0.98
GAGE12H	P1_I6_M2	0.94
APOC4-APOC2	P1_I6_M6	0.99
PPP4R3CP	P1_I6_M1	1.0
LL0XNC01-16G2.1	P1_I6_M1	0.99
AATK-AS1	P1_I6_M1	0.99
PLEKHM1	P1_I6_M1	0.93
USP17L3	P1_I6_M1	0.99
CT62	P1_I6_M2	0.97
FAM236D	P1_I6_M1	1.0
MKRN2OS	P1_I6_M1	0.86
RP3-370M22.8	P1_I6_M1	0.99
C2CD4D	P1_I6_M1	0.99
ZNF469	P1_I6_M1	0.99
OR6V1	P1_I6_M1	0.99
CTD-2313N18.7	P1_I6_M11	0.97
FAM229A	P1_I6_M1	0.92
ERCC6	P1_I6_M1	0.89
FRG2B	P1_I6_M1	0.99
NOL7	P1_I6_M4	0.87
ELFN1	P1_I6_M1	0.98
CT47A6	P1_I6_M1	0.99
FTCDNL1	P1_I6_M1	0.91
TEX22	P1_I6_M1	1.0
OR52I2	P1_I6_M1	0.99
CROCC2	P1_I6_M1	0.96
DCAF8L1	P1_I6_M1	0.99
USP17L7	P1_I6_M1	0.99
TMEM185B	P1_I6_M7	0.9
AC138647.1	P1_I6_M1	1.0
CT47A9	P1_I6_M1	1.0
KIF4B	P1_I6_M1	0.99
CT47A12	P1_I6_M1	1.0
AC005281.1	P1_I6_M1	0.97
RP11-397G17.1	P1_I6_M11	0.93
TAS2R46	P1_I6_M1	0.99
SRRM5	P1_I6_M2	0.95
PGAM4	P1_I6_M1	0.99
LINC00371	P1_I6_M1	0.99
CT47A11	P1_I6_M1	0.99
RBMY1J	P1_I6_M1	1.0
LTA	P1_I6_M1	0.99
ANHX	P1_I6_M1	0.98
USP17L5	P1_I6_M1	0.99
PRR20D	P1_I6_M1	0.99
SPANXB1	P1_I6_M2	0.95
KLLN	P1_I6_M1	1.0
GAGE12D	P1_I6_M2	0.96
LTB	P1_I6_M5	0.89
USP17L12	P1_I6_M1	0.99
RD3L	P1_I6_M1	0.81
C1orf234	P1_I6_M2	0.99
MRLN	P1_I6_M8	0.92
POLR2J2	P1_I6_M1	0.96
BOD1L2	P1_I6_M2	0.95
IFNA14	P1_I6_M1	0.99
OR2M3	P1_I6_M1	0.99
ORM2	P1_I6_M6	0.99
TSTD3	P1_I6_M1	0.95
LINC01125	P1_I6_M1	0.96
CT47A7	P1_I6_M1	0.99
VN1R4	P1_I6_M1	0.99
NUTM2E	P1_I6_M1	0.99
FNDC10	P1_I6_M1	0.89
CLDN25	P1_I6_M1	0.99
ZNF883	P1_I6_M1	0.99
ARL17B	P1_I6_M1	0.94
SAPCD1	P1_I6_M1	0.99
CT45A5	P1_I6_M1	0.98
USP17L30	P1_I6_M1	0.99
TSPY3	P1_I6_M1	0.99
RPL41	P1_I6_M14	0.96
RFPL4AL1	P1_I6_M1	0.99
ORM1	P1_I6_M6	0.99
NKX1-2	P1_I6_M1	0.99
TSPY8	P1_I6_M1	0.99
PRAMEF25	P1_I6_M1	0.99
USP17L26	P1_I6_M1	0.99
PRAC2	P1_I6_M1	0.84
PRR20C	P1_I6_M1	0.99
ZNF492	P1_I6_M1	1.0
GK3P	P1_I6_M1	0.83
FAM90A26	P1_I6_M1	0.99
PRPS1L1	P1_I6_M2	0.98
IQCF3	P1_I6_M2	0.99
POTEB2	P1_I6_M1	0.99
RP11-402G3.5	P1_I6_M2	0.98
OR4F3	P1_I6_M1	0.99
SSU72P8	P1_I6_M1	1.0
OR5H6	P1_I6_M1	0.99
CT47A8	P1_I6_M1	1.0
USP17L25	P1_I6_M1	0.99
ANKRD18B	P1_I6_M1	0.99
PPP5D1	P1_I6_M1	0.98
MBD3L2	P1_I6_M1	0.99
USP17L1	P1_I6_M1	0.99
CCDC192	P1_I6_M1	0.87
CT47A4	P1_I6_M1	1.0
RP11-286H14.4	P1_I6_M1	0.99
PRB4	P1_I6_M19	1.0
SETSIP	P1_I6_M1	0.99
ANKRD63	P1_I6_M1	0.99
YY2	P1_I6_M1	0.97
USP17L28	P1_I6_M1	0.99
KRTAP21-3	P1_I6_M1	0.99
OR5H1	P1_I6_M1	0.99
PLSCR5	P1_I6_M1	0.99
C17orf105	P1_I6_M1	0.88
SBK3	P1_I6_M1	0.85
USP17L10	P1_I6_M1	0.99
RPS18	P1_I6_M14	0.96
USP17L29	P1_I6_M1	0.99
DIRC3	P1_I6_M1	0.99
TSPAN19	P1_I6_M1	0.97
AKAIN1	P1_I6_M1	0.84
CYP21A2	P1_I6_M17	0.99
OR5K2	P1_I6_M1	0.99
PRH1	P1_I6_M19	1.0
PPP1R2P3	P1_I6_M2	0.95
MAGEB6P1	P1_I6_M1	0.99
ZBED9	P1_I6_M1	0.89
TMEM253	P1_I6_M9	0.99
RP11-360D2.1	P1_I6_M1	0.83
DYTN	P1_I6_M1	0.99
ASCL5	P1_I6_M1	0.99
KRTAP25-1	P1_I6_M1	0.99
USP17L24	P1_I6_M1	0.99
OR52I1	P1_I6_M1	0.99
OR5K1	P1_I6_M1	0.99
USP17L13	P1_I6_M1	0.99
PRAMEF6	P1_I6_M1	0.99
C9orf172	P1_I6_M1	0.97
KANTR	P1_I6_M1	0.99
HLA-DQB2	P1_I6_M1	0.88
TNF	P1_I6_M1	0.98
DEFB130	P1_I6_M1	0.98
RP11-1236K1.1	P1_I6_M1	0.98
WTH3DI	P1_I6_M1	0.91
USP17L11	P1_I6_M1	0.99
RNF224	P1_I6_M1	0.99
NPIPB7	P1_I6_M1	0.93
OR5H15	P1_I6_M1	0.99
BTBD18	P1_I6_M1	0.99
TMEM238	P1_I6_M1	0.85
PIRT	P1_I6_M1	0.98
PRR23C	P1_I6_M1	1.0
MYCNOS	P1_I6_M1	1.0
AC092835.2	P1_I6_M1	1.0
TRIM49D2	P1_I6_M1	0.99
TSPY4	P1_I6_M2	0.98
IFNA13	P1_I6_M1	0.99
HIST1H2BN	P1_I6_M1	0.99
POTEB	P1_I6_M1	0.99
CTXN2	P1_I6_M1	1.0
UQCRHL	P1_I6_M1	0.99
PAGE2	P1_I6_M2	0.96
TRIM26	P1_I6_M1	0.88
C16orf82	P1_I6_M2	0.96
TMEM229A	P1_I6_M1	0.92
PRR20E	P1_I6_M1	0.99
ZNF879	P1_I6_M1	0.96
H2BFS	P1_I6_M1	0.93
CCDC188	P1_I6_M1	0.9
RBMY1A1	P1_I6_M1	0.9
KBTBD13	P1_I6_M1	0.97
ZNF736	P1_I6_M1	0.9
CLDN34	P1_I6_M1	1.0
C5orf58	P1_I6_M2	0.95
OR10G8	P1_I6_M1	0.99
MCIDAS	P1_I6_M1	0.99
JRK	P1_I6_M1	0.92
NPIPB2	P1_I6_M1	0.91
C11orf94	P1_I6_M1	0.87
RP11-526A4.1	P1_I6_M1	0.98
IFNA17	P1_I6_M1	0.99
APOC2	P1_I6_M6	0.99
SHISA8	P1_I6_M1	0.98
C19orf81	P1_I6_M1	0.99
AC010731.4	P1_I6_M1	0.99
HGH1	P1_I6_M1	0.99
KDM4E	P1_I6_M1	0.99
RPEL1	P1_I6_M1	0.99
SPAAR	P1_I6_M1	0.94
NKX1-1	P1_I6_M1	0.99
RNF148	P1_I6_M2	0.99
CXorf51B	P1_I6_M2	0.99
ANKRD34C	P1_I6_M1	0.99
MFRP	P1_I6_M1	0.99
USP17L27	P1_I6_M1	0.99
B3GALT4	P1_I6_M1	0.99
LCE6A	P1_I6_M10	0.97
PATE3	P1_I6_M11	1.0
OR5H14	P1_I6_M1	0.99
USP17L4	P1_I6_M1	0.99
CT47A3	P1_I6_M1	1.0
AC002429.5	P1_I6_M1	0.99
SLFN14	P1_I6_M1	0.99
PPIAL4G	P1_I6_M1	0.99
GAGE12F	P1_I6_M2	0.95
CT47A1	P1_I6_M1	0.99
LINC00854	P1_I6_M2	0.96
SLC35G4	P1_I6_M1	0.99
TAS2R39	P1_I6_M1	0.99
TSPY10	P1_I6_M1	1.0
UBE2L5P	P1_I6_M2	0.99
CT47B1	P1_I6_M1	0.99
RP11-98L5.5	P1_I6_M1	0.8
IFNA4	P1_I6_M1	0.99
ARHGEF38	P1_I6_M1	0.87
GAGE12B	P1_I6_M1	0.99
CTAGE9	P1_I6_M1	0.98
RP11-96L14.7	P1_I6_M1	0.99
C3orf84	P1_I6_M1	0.98
OR10G9	P1_I6_M1	0.99
USP17L8	P1_I6_M1	0.99
TAAR9	P1_I6_M1	0.99
C4orf51	P1_I6_M1	0.97
B3GNT9	P1_I6_M7	0.86
MBD3L5	P1_I6_M1	0.99
RNF223	P1_I6_M1	0.97
OR4A47	P1_I6_M1	0.99
PRSS56	P1_I6_M1	0.99
RGL2	P1_I6_M1	0.99
BHMG1	P1_I6_M1	0.98
LINC00959	P1_I6_M1	0.9
SHISA9	P1_I6_M1	0.82
OR7E24	P1_I6_M1	1.0
AC114783.1	P1_I6_M2	0.98
HLA-DQA2	P1_I6_M1	0.99
KIFC1	P1_I6_M1	0.98
GAGE12C	P1_I6_M2	0.96
IRGM	P1_I6_M1	1.0
PRAMEF33	P1_I6_M1	0.99
AMY1A	P1_I6_M19	1.0
FAM200B	P1_I6_M1	0.85
FAM231A	P1_I6_M1	0.99
CT47A5	P1_I6_M1	1.0
LRRC37A2	P1_I6_M1	0.95
MPC1L	P1_I6_M1	0.96
RP13-210D15.4	P1_I6_M1	0.96
OR2W3	P1_I6_M1	0.93
PAGE2B	P1_I6_M2	0.99
ALKBH6	P1_I6_M1	0.97
ASB14	P1_I6_M1	0.94
PCDHA13	P1_I6_M1	0.98
KLHL41	P1_I6_M8	0.97
GATS	P1_I6_M1	0.99
OR1J4	P1_I6_M1	0.99
C2orf61	P1_I6_M1	0.99
MEIKIN	P1_I6_M1	0.94
TLR9	P1_I6_M1	0.99
MRPS17	P1_I6_M1	0.81
PRAMEF11	P1_I6_M1	0.99
DEFA3	P1_I6_M13	0.96
KRTAP9-2	P1_I6_M1	0.99
LILRA4	P1_I6_M1	0.99
LILRA2	P1_I6_M1	0.92
TEX35	P1_I6_M2	0.97
AMY2B	P1_I6_M18	1.0
RP11-451G4.2	P1_I6_M8	0.97
PSMB9	P1_I6_M5	0.92
PCDHGC3	P1_I6_M3	0.91
SMKR1	P1_I6_M2	0.99
UGT1A5	P1_I6_M1	0.94
COX19	P1_I6_M1	0.93
DEFA1B	P1_I6_M13	0.96
LCE1F	P1_I6_M10	0.97
KIR3DL2	P1_I6_M1	0.99
KRTAP13-3	P1_I6_M1	0.99
KRTAP9-1	P1_I6_M1	0.99
L1TD1	P1_I6_M1	0.85
C1QTNF9	P1_I6_M1	0.98
PNMA2	P1_I6_M3	0.99
KRBOX1	P1_I6_M2	0.96
PCDHGC5	P1_I6_M3	0.95
KRTAP4-7	P1_I6_M1	0.99
PLCXD2	P1_I6_M1	0.97
GVQW1	P1_I6_M1	1.0
UGT1A9	P1_I6_M12	0.99
KRTAP10-5	P1_I6_M1	0.99
OR14A2	P1_I6_M1	0.99
RP11-561N12.2	P1_I6_M1	0.99
FLJ22763	P1_I6_M9	0.98
KRTAP5-8	P1_I6_M1	0.99
KRTAP4-16	P1_I6_M1	0.99
CDRT1	P1_I6_M1	0.86
RPL36A	P1_I6_M14	0.96
PDXP	P1_I6_M3	0.93
EGFL8	P1_I6_M1	0.99
SSX2	P1_I6_M2	0.96
CORT	P1_I6_M1	0.8
KRTAP9-4	P1_I6_M1	0.99
KRTAP5-4	P1_I6_M1	0.99
RP5-860F19.8	P1_I6_M1	0.97
TMEFF1	P1_I6_M1	0.96
SPRR2A	P1_I6_M15	0.98
HOGA1	P1_I6_M12	0.91
PWP2	P1_I6_M1	0.96
PI4KA	P1_I6_M3	0.85
KIR3DL3	P1_I6_M1	0.99
HYPK	P1_I6_M1	0.98
RP11-231I13.2	P1_I6_M1	0.99
ARHGDIG	P1_I6_M3	0.92
OR51B5	P1_I6_M1	0.99
TCP10L	P1_I6_M2	0.96
BGLAP	P1_I6_M1	0.99
CT47A2	P1_I6_M1	1.0
RBMY1E	P1_I6_M1	1.0
PCDHGC4	P1_I6_M1	0.9
GTF2A1L	P1_I6_M2	0.99
UGT1A10	P1_I6_M9	0.87
SERPINB10	P1_I6_M13	0.92
DECR2	P1_I6_M1	0.87
CNTF	P1_I6_M1	0.97
CCDC169	P1_I6_M2	0.99
RGAG4	P1_I6_M1	0.99
ZNF709	P1_I6_M1	0.94
STRC	P1_I6_M1	1.0
RBMY1B	P1_I6_M1	1.0
PRAMEF4	P1_I6_M1	0.99
MRPL33	P1_I6_M17	0.84
PPAN-P2RY11	P1_I6_M1	0.99
PCDHAC2	P1_I6_M7	0.96
PRAF2	P1_I6_M11	0.88
VSIG8	P1_I6_M1	0.9
TICAM2	P1_I6_M1	0.95
AF165138.7	P1_I6_M1	0.99
PALM2	P1_I6_M1	0.96
NAT6	P1_I6_M2	0.87
AMY2A	P1_I6_M18	1.0
KRTAP10-11	P1_I6_M1	0.99
TNFRSF6B	P1_I6_M1	0.84
WFDC6	P1_I6_M11	0.97
AP000322.53	P1_I6_M1	0.98
CFB	P1_I6_M6	0.99
ZNF487	P1_I6_M2	0.98
NME2	P1_I6_M14	0.81
PLA2G4B	P1_I6_M10	0.9
TTC4	P1_I6_M1	0.82
OR5V1	P1_I6_M1	0.99
KIR2DL3	P1_I6_M1	0.99
APOBEC3D	P1_I6_M1	0.81
ZNF512	P1_I6_M4	0.89
RGAG1	P1_I6_M1	0.88
ACY1	P1_I6_M12	0.92
MT1HL1	P1_I6_M1	0.99
KRTAP19-3	P1_I6_M1	0.99
GSTA2	P1_I6_M6	0.85
SPRR2F	P1_I6_M15	0.86
UGT1A7	P1_I6_M15	0.93
P2RY11	P1_I6_M1	0.95
GS1-259H13.2	P1_I6_M2	0.96
IFITM10	P1_I6_M1	0.99
XXbac-BPG116M5.17	P1_I6_M1	0.98
DBNDD2	P1_I6_M3	0.84
LY6G6D	P1_I6_M1	0.99
KRTAP19-7	P1_I6_M1	0.99
RBMY1D	P1_I6_M1	0.99
ETV5	P1_I6_M7	0.83
KRTAP5-7	P1_I6_M1	1.0
CFHR1	P1_I6_M6	0.99
RBM12	P1_I6_M4	0.85
UGT1A4	P1_I6_M6	1.0
LILRA6	P1_I6_M1	0.99
SCARF2	P1_I6_M1	0.92
KRTAP4-2	P1_I6_M1	0.99
RAD21L1	P1_I6_M1	0.86
CCDC13	P1_I6_M1	0.97
ASPRV1	P1_I6_M10	0.97
OR2AE1	P1_I6_M1	0.99
KRTAP20-1	P1_I6_M1	0.99
CTAGE8	P1_I6_M1	0.89
PTCHD4	P1_I6_M1	0.99
HBB	P1_I6_M13	0.96
CRYBB2	P1_I6_M1	1.0
UBAP1L	P1_I6_M1	1.0
SPTY2D1-AS1	P1_I6_M2	0.95
MARS2	P1_I6_M1	0.95
USP51	P1_I6_M11	0.94
INSL3	P1_I6_M2	0.94
CTC-295J13.3	P1_I6_M1	0.99
TRIM39-RPP21	P1_I6_M1	0.99
AC037459.4	P1_I6_M1	0.99
APELA	P1_I6_M1	0.97
PCDHAC1	P1_I6_M7	0.93
TARM1	P1_I6_M1	0.99
PRR5-ARHGAP8	P1_I6_M1	0.99
POU5F2	P1_I6_M1	1.0
TMEM110-MUSTN1	P1_I6_M1	0.91
RBM14-RBM4	P1_I6_M1	0.99
LY75-CD302	P1_I6_M1	0.99
CCDC153	P1_I6_M1	0.87
ACTN3	P1_I6_M8	0.97
RP1-130H16.18	P1_I6_M1	0.99
WI2-2373I1.1	P1_I6_M1	0.99
LINC01207	P1_I6_M1	0.82
TNFSF12-TNFSF13	P1_I6_M1	0.99
FMN1	P1_I6_M1	0.97
ATP5J2-PTCD1	P1_I6_M1	0.97
USP17L19	P1_I6_M1	0.99
USP17L22	P1_I6_M1	0.99
XXbac-BPG181M17.5	P1_I6_M1	0.99
USP17L17	P1_I6_M1	0.99
HAUS5	P1_I6_M1	0.96
EPPIN-WFDC6	P1_I6_M2	0.83
RP11-514O12.4	P1_I6_M1	0.98
RP11-432M8.9	P1_I6_M1	0.99
PCDHA11	P1_I6_M1	0.98
AP000304.12	P1_I6_M1	0.99
ATP5L2	P1_I6_M1	0.99
AC069368.3	P1_I6_M1	0.94
TMEM150C	P1_I6_M11	0.95
AC068533.7	P1_I6_M1	0.95
NAIP	P1_I6_M1	0.98
ZNF286B	P1_I6_M1	0.99
ZNF324B	P1_I6_M1	0.99
SPATS1	P1_I6_M2	0.94
CLRN2	P1_I6_M1	0.99
RP4-539M6.19	P1_I6_M1	0.98
AP000295.9	P1_I6_M1	0.99
THEGL	P1_I6_M1	0.99
ZNF564	P1_I6_M1	0.9
FER1L5	P1_I6_M1	0.99
RP11-15K19.2	P1_I6_M1	1.0
USP17L21	P1_I6_M1	0.99
HS3ST5	P1_I6_M1	0.98
MTRNR2L5	P1_I6_M1	0.99
LGALS16	P1_I6_M1	0.96
RNF103-CHMP3	P1_I6_M1	0.99
GOLGA8K	P1_I6_M1	0.99
TERB1	P1_I6_M1	0.82
RP11-548K23.11	P1_I6_M1	0.99
YJEFN3	P1_I6_M1	0.91
DNAH10OS	P1_I6_M1	0.99
PCDHA10	P1_I6_M1	0.88
ARPC4-TTLL3	P1_I6_M1	0.98
PTTG2	P1_I6_M1	0.99
XXbac-BPG246D15.9	P1_I6_M1	0.85
ZNF718	P1_I6_M1	0.95
RP5-972B16.2	P1_I6_M1	0.99
TUNAR	P1_I6_M1	0.99
TRIM75P	P1_I6_M1	0.99
RP11-119J18.1	P1_I6_M1	0.99
RP5-877J2.1	P1_I6_M1	0.99
FAM218A	P1_I6_M1	0.99
GPR162	P1_I6_M3	0.95
GLI4	P1_I6_M1	0.95
XXbac-BPG32J3.19	P1_I6_M1	0.99
RP11-6L6.2	P1_I6_M1	0.99
CCDC169-SOHLH2	P1_I6_M1	0.88
RP11-322N21.2	P1_I6_M2	0.99
NT5C1B-RDH14	P1_I6_M1	0.84
USP17L20	P1_I6_M1	0.99
RP11-432M8.13	P1_I6_M1	0.99
PRODH2	P1_I6_M12	0.98
CTC-441N14.4	P1_I6_M2	0.98
RP11-345F18.1	P1_I6_M1	0.99
USP17L18	P1_I6_M1	0.99
USP17L23	P1_I6_M1	0.99
RP11-484M3.5	P1_I6_M1	0.99
RP11-101E3.5	P1_I6_M1	0.99
ZNF674	P1_I6_M1	0.99
TMED7-TICAM2	P1_I6_M1	0.98
RP11-540D14.8	P1_I6_M1	0.99
ZNF345	P1_I6_M1	0.82
RFPL4B	P1_I6_M1	1.0
ALG1L2	P1_I6_M1	0.99
SHANK3	P1_I6_M1	0.99
MSANTD3-TMEFF1	P1_I6_M3	0.93
AP000350.10	P1_I6_M1	0.99
ZNF550	P1_I6_M1	0.83
DCANP1	P1_I6_M1	0.99
FOXD1	P1_I6_M1	0.99
APITD1-CORT	P1_I6_M2	0.94
RP11-385D13.1	P1_I6_M1	0.99
RP11-724O16.1	P1_I6_M1	0.91
PRB1	P1_I6_M19	1.0
