Module	lymph.node	stomach	appendix	parathyroid.gland	skeletal.muscle	endometrium	urinary.bladder	seminal.vesicle	colon	gallbladder	skin	adipose.tissue	esophagus	prostate	rectum	kidney	duodenum	placenta	testis	cervix..uterine	fallopian.tube	liver	spleen	bone.marrow	tonsil	breast	epididymis	adrenal.gland	thyroid.gland	salivary.gland	smooth.muscle	lung	ovary	pancreas	cerebral.cortex	small.intestine	heart.muscle
P1_I5_M9	-0.065890544396192	0.00723743421907819	-0.0408679626589504	-0.0568137066559159	-0.0796605595030596	-0.0630213908266362	-0.0583945284569933	-0.0559917859425413	0.106551250380777	0.00315825845361128	-0.0372833003397394	0.190738828518862	-0.0513373929424744	-0.0499258165360549	0.0822560065771431	-0.0028224213860938	0.626470312470828	-0.0607587615919204	-0.054338501563296	-0.0565255721856924	-0.0455960157294365	-0.00872029750190744	-0.0552704929447842	-0.0721496898417145	-0.0721198167107759	-0.0610784528718008	-0.0625270978082416	-0.061486001348605	-0.0501916339406376	-0.0733280850941012	-0.0584605281952863	-0.0441703799659381	-0.068759597479758	-0.0792892904042103	-0.0646241518869701	0.670325311001799	-0.0753336249123716
P1_I5_M19	-0.0710578662067116	-0.0077485846720493	-0.00881051840880769	-0.0429282154961593	-0.0797820336294639	-0.0637955062634289	-0.0496772457653774	-0.0400488911545801	0.608159982960552	-0.0176208472003962	-0.0614757372352875	0.0109108130115556	0.000777819074824077	-0.0268440987764758	0.723645177565422	-0.044865659482515	0.0629168752456598	-0.0500901423252302	-0.0661308553304635	-0.0385745561776504	-0.037028897278016	-0.0669476774530278	-0.0642904989314596	-0.0611307886018079	-0.0567283975189684	-0.043526567661014	-0.0494051112106919	-0.0640938273945818	-0.0304427332389421	-0.0524138550605376	-0.0323120657831616	-0.00451427288542362	-0.0699082157001275	-0.0835970772377346	-0.0592171633178904	0.117838663560925	-0.079241424020957
P1_I5_M6	-0.0430787430536057	-0.0363644770817415	-0.0358118566505781	-0.0328166496292313	-0.0468124378365962	-0.0364105342638977	-0.0392233449059236	-0.0369364402673443	-0.0340465876255976	-0.0106876453161457	-0.0380765364354803	0.113715646473784	-0.0399423808648899	-0.0249787090645939	-0.034289385517458	0.0386924397945306	-0.00714343400653663	-0.0308135293424654	-0.0309413447769683	-0.0328153289322847	-0.0308791465892743	0.972145891023493	-0.0377568147528174	-0.0401529824556102	-0.0458574606748832	-0.0258820981843183	-0.0299533191851303	-0.0241342948587136	-0.0272483596854053	-0.0472982455805468	-0.0377787712567405	-0.0230950717237212	-0.0366920818911487	-0.047085487932584	-0.0292675760798829	-0.00893417385331509	-0.0413487270163772
P1_I5_M12	-0.0494778155585563	-0.0452128071400917	-0.0492340755846028	-0.00954227150802839	-0.0551036063129451	-0.0377342032480375	-0.0473776676252355	-0.0333176766639075	-0.0347864077286046	-0.0219738213576685	-0.0403234515104623	0.163908941489548	-0.0453851060978142	-0.0323691400100651	-0.0346893881032903	0.953712299233524	-0.00561111861000285	-0.0358115768907484	-0.0342087340091751	-0.0286020271134237	-0.0329890805721472	0.105252104731927	-0.0430000882362327	-0.0599914910458185	-0.0531973241536828	-0.0345157563404025	-0.0290946139587565	-0.0250250427457901	-0.00634419925021543	-0.0504803018908423	-0.040366260283063	-0.0357688557193213	-0.0438814264879239	-0.065230398636806	-0.0300142669552995	0.0122336343658302	-0.0444469784718679
P1_I5_M14	0.221563268081203	-0.0995803761677581	0.0209045109184172	-0.117931961400557	-0.173302646802558	0.15485531061075	-0.00563271010017507	-0.0201027995393161	-0.025239159999947	-0.01867988447573	0.0948587490079628	-0.304938762041971	-0.0145277272387339	0.0213330779831995	-0.0185166428264083	-0.117259800697883	-0.0786659728650569	-0.00850530402524298	-0.14160074109837	0.13756487303892	0.252570011734335	-0.19196378368936	0.0714262464116419	0.0576244410408984	0.101161677214033	0.314088120657965	0.0286646432159009	-0.00919640153021764	0.090505196209854	-0.156366702238022	0.0264186694580796	-0.0529704590359476	0.585983908389908	-0.22740880799628	-0.150972382845345	-0.0680806564309002	-0.178079020927287
P1_I5_M5	0.53282803799703	-0.0461916129508575	0.360442384088504	-0.0925915162763834	-0.134284654696855	-0.062760180637352	0.0272539805098452	-0.0881530523824498	-0.0591377062238339	0.0328334768823567	-0.0777863205237659	0.276799185884487	-0.0788223482459285	-0.0735796500988881	-0.0480423614398716	-0.107285881204048	-0.0478567871142464	-0.0100691184966537	-0.0776339559371668	-0.0616035568602448	-0.067936279133571	-0.106988738074686	0.454789505410282	0.12696652384593	0.286239492793522	-0.0754777187222484	-0.103216556487923	-0.0771030983824469	-0.0811582889316924	-0.115190546864358	-0.0369089723541278	0.0765766137843909	-0.097487614321281	-0.141934373779595	-0.0765458228542033	-0.0100480125027346	-0.118934475698936
P1_I5_M13	0.00655349827818172	-0.0502503448083785	0.0685403058999897	-0.040576258442785	-0.0735572513689449	-0.0269593221664943	-0.0137482475500791	-0.0508842972955931	-0.0490512602036447	0.0120359713952074	-0.0352285406990029	0.188816508734933	-0.0361027935617643	-0.0379785831696834	-0.0458569906882465	-0.0556151077166036	-0.0422039966650198	0.0109722837455413	-0.0356676005963354	-0.0332034354925654	-0.039070921426517	-0.0646038412218764	0.0476901121243362	0.944725679213089	-0.0290638881272163	-0.0444945115797475	-0.0572292769156178	-0.0411661777620244	-0.035456886165615	-0.0706189329495301	-0.014847762455066	0.00978138368307029	-0.0451978431919962	-0.08110837847174	-0.0360253875765618	-0.0372678275093507	-0.066080077296348
P1_I5_M10	-0.0529161505412102	-0.0379879798840879	-0.0461610188362605	-0.0388203258066631	-0.060690997842456	-0.0380694824185781	-0.024916876045074	-0.0241511594583347	-0.0430641694038655	-0.0279108144207546	0.929426079215488	0.238831652617211	0.140551603382897	-0.0157903178000126	-0.0419883125543063	-0.0530499647612966	-0.0433129414253775	-0.0223698689762635	-0.0416599431994808	-0.0269742448527998	-0.0279115736683063	-0.0616307494336396	-0.0413442410466072	-0.0562808385449505	-0.0125167596751021	0.0202185978865514	-0.0403415906059335	-0.0499506677186439	-0.0414630724182095	-0.0470214165890184	-0.0408199274487068	-0.0275696482645771	-0.050801796442252	-0.0647727169690111	-0.0330887700372289	-0.0399019000151417	-0.0537776959979969
P1_I5_M15	-0.0480689172832573	-0.0284731109462384	-0.0381486827558154	-0.0432099388242654	-0.0545429292326744	-0.039904040876521	-0.0164025527736579	-0.0360772022193719	-0.0376606364420899	-0.0230484847392007	0.0962052866900494	0.0962050767484891	0.960342091460159	-0.0377105792169709	-0.0398133333243231	-0.0452766940371065	-0.0347365749555153	-0.0137530085071685	-0.0420836626952342	-0.0207830548196117	-0.0322916592270332	-0.0504593751016296	-0.0457657023845073	-0.0409359116719995	0.0944439588225416	-0.0261139947478484	-0.0401989861941707	-0.0455010314367923	-0.0399488761534751	-0.0343321226822692	-0.0394255716572075	-0.0277373247376324	-0.0421180627008199	-0.0540267402560839	-0.042671005619647	-0.0362774649583616	-0.0496991805427395
P1_I5_M17	-0.0440304783117542	-0.0469577719312857	-0.0375009228507952	0.0254962786043679	-0.0477322791778028	-0.0268135236577029	-0.0380754932331515	-0.0206322972651152	-0.0397569098643388	-0.0198211560351449	-0.0288878503469388	0.0329137750720967	-0.0408878179171318	-0.00252071899045246	-0.0353886647477472	-0.0148275155214533	-0.0412961708855312	0.00116510194264174	-0.0110443563785054	-0.0316126391358499	-0.00925046434253084	-0.0114415156097846	-0.0260881656855113	-0.057421243563501	-0.0507512653254822	-0.0323684040279337	-0.031654031971551	0.97835513298339	-0.0200194471201135	-0.0638057962040667	-0.0247263067799791	-0.0150741204574468	-0.0188690141529625	-0.0683586401853982	-0.00757666653807905	-0.0334908750205601	-0.0392477653668943
