Gene	Module	kME
SYCP1	P1_I1_M2	0.98
APCDD1L	P1_I1_M1	0.9
RCSD1	P1_I1_M7	0.87
RASSF9	P1_I1_M1	0.91
GRIN3A	P1_I1_M1	0.94
CNOT7	P1_I1_M4	0.89
MTOR	P1_I1_M2	0.84
SCAMP5	P1_I1_M5	0.92
BRINP2	P1_I1_M5	0.9
LRIG2	P1_I1_M1	0.98
MT-CO1	P1_I1_M24	0.93
PNP	P1_I1_M16	0.88
LRRC10	P1_I1_M33	0.99
FOXJ3	P1_I1_M4	0.9
CD247	P1_I1_M7	0.97
GRM3	P1_I1_M5	0.98
INPP5F	P1_I1_M5	0.94
SUCNR1	P1_I1_M19	0.85
SELENOM	P1_I1_M18	0.83
GJC2	P1_I1_M1	0.95
OPA1	P1_I1_M13	0.81
DENND4B	P1_I1_M7	0.88
MT-ND3	P1_I1_M24	0.86
KTI12	P1_I1_M1	0.9
DUSP27	P1_I1_M25	0.85
CES1	P1_I1_M9	0.91
CD3E	P1_I1_M7	0.9
C1orf68	P1_I1_M10	0.93
FICD	P1_I1_M1	0.82
LTN1	P1_I1_M6	0.88
RUNDC1	P1_I1_M6	0.86
CCDC152	P1_I1_M1	0.87
STKLD1	P1_I1_M1	0.99
TYW1	P1_I1_M6	0.95
DCAF12	P1_I1_M2	0.87
SFMBT2	P1_I1_M1	0.8
ASB12	P1_I1_M11	0.82
PNMA5	P1_I1_M3	0.95
ITPRIPL1	P1_I1_M3	0.98
MT-ND4	P1_I1_M24	0.88
MT-ND1	P1_I1_M24	0.84
DCAF12L1	P1_I1_M1	0.93
PRMT6	P1_I1_M6	0.91
SHISA4	P1_I1_M11	0.9
MT-ATP6	P1_I1_M24	0.89
BHLHB9	P1_I1_M1	0.85
L1CAM	P1_I1_M5	0.88
RPL39	P1_I1_M21	0.91
DZIP3	P1_I1_M2	0.84
KIAA0753	P1_I1_M6	0.91
DCLRE1A	P1_I1_M1	0.92
ATG9A	P1_I1_M2	0.82
NOS1AP	P1_I1_M1	0.82
CSAG1	P1_I1_M1	0.99
GPRASP1	P1_I1_M13	0.82
MAGEE1	P1_I1_M5	0.84
MT-CO3	P1_I1_M24	0.9
ZFP2	P1_I1_M1	0.96
SOWAHA	P1_I1_M12	0.92
SMG5	P1_I1_M8	0.8
PJA2	P1_I1_M13	0.95
RORB	P1_I1_M1	0.84
SGMS1	P1_I1_M8	0.95
OR10R2	P1_I1_M1	0.99
OR10Z1	P1_I1_M1	0.99
RP11-176H8.1	P1_I1_M1	0.99
GP1BB	P1_I1_M1	0.99
OR2T5	P1_I1_M1	0.99
OR2L2	P1_I1_M1	0.99
CHML	P1_I1_M1	0.86
STUM	P1_I1_M5	0.89
TCP10	P1_I1_M1	0.93
CAPN8	P1_I1_M29	0.99
TATDN3	P1_I1_M6	0.8
CR1	P1_I1_M7	0.91
RAET1G	P1_I1_M1	0.92
C1orf53	P1_I1_M1	0.96
TEDDM1	P1_I1_M16	0.99
GJE1	P1_I1_M1	0.99
ECT2L	P1_I1_M1	0.87
GPR52	P1_I1_M1	0.99
METTL11B	P1_I1_M1	0.99
TMEM244	P1_I1_M1	0.99
OR6K3	P1_I1_M1	0.99
SPRN	P1_I1_M1	0.81
FAM229B	P1_I1_M2	0.95
FANK1	P1_I1_M2	0.88
LOR	P1_I1_M10	0.94
PRR9	P1_I1_M1	0.99
LELP1	P1_I1_M2	0.95
SPRR2E	P1_I1_M20	0.95
KPRP	P1_I1_M10	0.96
METTL10	P1_I1_M1	0.86
FAM24A	P1_I1_M3	0.98
PLPP4	P1_I1_M1	0.82
HIST2H3C	P1_I1_M1	0.99
HIST2H3PS2	P1_I1_M1	0.93
PNLIPRP3	P1_I1_M1	0.91
HIST2H3A	P1_I1_M1	0.99
HSD3B1	P1_I1_M15	0.98
HSD3B2	P1_I1_M23	0.98
RBM20	P1_I1_M33	0.98
SMIM9	P1_I1_M1	0.99
C6orf163	P1_I1_M1	0.93
RIPPLY2	P1_I1_M1	0.92
GDI1	P1_I1_M5	0.91
SOX18	P1_I1_M1	0.88
OOEP	P1_I1_M3	0.99
KHDC3L	P1_I1_M1	0.99
DPPA5	P1_I1_M1	0.99
C1orf146	P1_I1_M1	0.93
SPANXN1	P1_I1_M1	0.99
SPANXA2	P1_I1_M1	0.97
CXorf66	P1_I1_M3	0.99
C10orf62	P1_I1_M2	0.97
CCDC160	P1_I1_M1	0.92
C1orf141	P1_I1_M3	0.94
EFCAB7	P1_I1_M6	0.91
DEFB110	P1_I1_M16	0.98
GLYATL3	P1_I1_M1	0.99
LDLRAD1	P1_I1_M17	0.9
RHOXF2B	P1_I1_M1	0.99
ZYG11A	P1_I1_M1	0.97
LCN8	P1_I1_M16	0.99
C1orf185	P1_I1_M2	0.93
GLT6D1	P1_I1_M1	0.97
CT83	P1_I1_M2	0.99
LIPN	P1_I1_M10	0.91
LIPK	P1_I1_M10	0.91
LIPJ	P1_I1_M1	0.95
TRPC5OS	P1_I1_M2	0.94
LRIT2	P1_I1_M1	0.99
LRRC73	P1_I1_M3	0.96
FOXO6	P1_I1_M1	0.98
TCEAL6	P1_I1_M5	0.9
RPA4	P1_I1_M1	0.99
NEU4	P1_I1_M1	0.91
MAFB	P1_I1_M8	0.9
TRAF3IP1	P1_I1_M6	0.87
CHIC1	P1_I1_M1	0.84
NAP1L6	P1_I1_M1	0.99
C2orf72	P1_I1_M1	0.97
RUFY2	P1_I1_M5	0.85
NHSL2	P1_I1_M1	0.93
CLPSL1	P1_I1_M16	0.99
TIMM23B	P1_I1_M1	0.97
ZDHHC18	P1_I1_M14	0.87
CXorf65	P1_I1_M3	0.98
NPY4R	P1_I1_M1	0.95
PTPN20	P1_I1_M3	0.91
GDF5OS	P1_I1_M1	0.99
ZDBF2	P1_I1_M1	0.99
TXNDC8	P1_I1_M2	0.94
AWAT1	P1_I1_M1	0.99
RING1	P1_I1_M1	0.97
HSD17B8	P1_I1_M1	0.92
RXRB	P1_I1_M1	0.85
OXLD1	P1_I1_M1	0.92
OR13C3	P1_I1_M1	0.99
COL11A2	P1_I1_M1	0.99
HLA-DOA	P1_I1_M1	0.85
SPIN3	P1_I1_M1	0.9
TMEM235	P1_I1_M1	0.91
PAGE3	P1_I1_M1	0.97
BTNL2	P1_I1_M1	0.99
COL15A1	P1_I1_M15	0.88
OR8B2	P1_I1_M1	0.99
C6orf10	P1_I1_M1	0.91
TMEM225	P1_I1_M3	0.96
NOTCH4	P1_I1_M1	0.92
AGER	P1_I1_M28	0.99
DFNB59	P1_I1_M3	0.97
PRRT1	P1_I1_M1	0.99
FKBPL	P1_I1_M1	0.99
ERICH2	P1_I1_M2	0.97
SP5	P1_I1_M1	0.98
STK19	P1_I1_M1	0.99
CD300LD	P1_I1_M1	0.99
BTBD17	P1_I1_M1	0.93
DXO	P1_I1_M1	0.99
SKIV2L	P1_I1_M1	0.87
C9orf129	P1_I1_M1	0.99
NELFE	P1_I1_M2	0.8
SPANXN5	P1_I1_M1	0.95
ZBTB12	P1_I1_M1	0.99
EHMT2	P1_I1_M1	0.98
XAGE1A	P1_I1_M2	0.98
XAGE1B	P1_I1_M2	0.98
NEU1	P1_I1_M1	0.87
HSPA1L	P1_I1_M1	0.97
LSM2	P1_I1_M1	0.96
VARS	P1_I1_M1	0.99
VWA7	P1_I1_M1	0.96
MBD5	P1_I1_M1	0.89
MSH5	P1_I1_M1	0.99
CSHL1	P1_I1_M15	0.99
MPIG6B	P1_I1_M1	0.99
LY6G6C	P1_I1_M10	0.99
XXbac-BPG32J3.20	P1_I1_M1	0.99
LY6G6F	P1_I1_M1	0.99
ABHD16A	P1_I1_M1	0.99
LY6G5C	P1_I1_M1	0.99
GPANK1	P1_I1_M1	0.95
C6orf47	P1_I1_M1	0.96
FAM155A	P1_I1_M1	0.91
APOM	P1_I1_M1	0.99
TRIM49C	P1_I1_M1	0.99
TRIM64	P1_I1_M1	0.99
BAG6	P1_I1_M2	0.89
AIF1	P1_I1_M7	0.82
NCR3	P1_I1_M1	0.99
PRAMEF20	P1_I1_M1	0.99
PRAMEF17	P1_I1_M1	0.99
PRAMEF19	P1_I1_M1	0.99
PRAMEF14	P1_I1_M1	0.99
LST1	P1_I1_M14	0.87
NFKBIL1	P1_I1_M1	0.97
PRAMEF15	P1_I1_M1	0.99
PRAMEF9	P1_I1_M1	0.99
PRAMEF7	P1_I1_M1	0.99
MCCD1	P1_I1_M1	0.98
ZNF814	P1_I1_M1	0.8
MICB	P1_I1_M1	0.98
AADACL4	P1_I1_M1	0.99
ZNF551	P1_I1_M1	0.97
MICA	P1_I1_M1	0.85
ZNF805	P1_I1_M1	0.99
POU5F1	P1_I1_M1	0.94
ZSCAN5C	P1_I1_M1	0.99
CCHCR1	P1_I1_M2	0.98
CDSN	P1_I1_M10	0.97
PSORS1C1	P1_I1_M3	0.98
C6orf15	P1_I1_M1	0.99
MUC21	P1_I1_M20	0.97
DEFB121	P1_I1_M16	0.98
DHX16	P1_I1_M1	0.95
C6orf136	P1_I1_M1	0.94
MRPS18B	P1_I1_M1	0.85
PPP1R10	P1_I1_M1	0.95
KRTAP5-11	P1_I1_M1	0.99
KRTAP5-10	P1_I1_M1	0.99
ABCF1	P1_I1_M1	0.91
PRR3	P1_I1_M1	0.99
LRCOL1	P1_I1_M16	0.94
GNL1	P1_I1_M1	0.82
DPRX	P1_I1_M1	0.99
TRIM39	P1_I1_M1	0.99
TRIM15	P1_I1_M1	0.98
FOXB2	P1_I1_M1	0.99
TRIM10	P1_I1_M1	0.99
TRIM40	P1_I1_M1	0.99
TRIM31	P1_I1_M1	0.93
RNF39	P1_I1_M1	0.98
DISP3	P1_I1_M1	0.97
RACK1	P1_I1_M21	0.95
HLA-G	P1_I1_M1	0.9
NMS	P1_I1_M1	0.99
ZFP57	P1_I1_M1	0.99
MOG	P1_I1_M1	0.99
OR2H2	P1_I1_M1	0.99
CBY3	P1_I1_M1	0.99
C9orf57	P1_I1_M3	0.99
IL31	P1_I1_M1	0.99
FAM153C	P1_I1_M3	0.95
CASC10	P1_I1_M1	0.98
C10orf113	P1_I1_M1	0.99
MAS1L	P1_I1_M1	0.98
OR2H1	P1_I1_M1	0.99
OR11A1	P1_I1_M1	0.99
OR14J1	P1_I1_M1	0.99
OR2J2	P1_I1_M1	0.99
OR2J3	P1_I1_M1	0.99
OR2B3	P1_I1_M1	0.99
OR2W1	P1_I1_M1	0.99
SPDYC	P1_I1_M1	0.99
C9orf135	P1_I1_M17	0.99
TRIM27	P1_I1_M1	0.97
MALRD1	P1_I1_M12	0.91
RANBP17	P1_I1_M1	1.0
FAM196B	P1_I1_M1	0.95
FOXD4L5	P1_I1_M1	0.99
TTC25	P1_I1_M2	0.87
MROH6	P1_I1_M1	0.97
ATXN2	P1_I1_M4	0.84
SPATA31A1	P1_I1_M1	0.98
FAM216A	P1_I1_M2	0.97
ZBTB48	P1_I1_M6	0.89
IGFL2	P1_I1_M10	0.89
IGFL4	P1_I1_M1	0.97
KRTAP9-3	P1_I1_M1	0.99
KRTAP4-8	P1_I1_M1	0.99
GPR20	P1_I1_M1	0.99
KRTAP1-4	P1_I1_M1	0.99
KRT40	P1_I1_M1	0.99
KRT25	P1_I1_M1	0.99
SPINK9	P1_I1_M1	0.95
LRRC3C	P1_I1_M1	0.99
PRR20B	P1_I1_M1	0.99
PRR20A	P1_I1_M1	0.99
ZNF155	P1_I1_M1	0.88
UQCC3	P1_I1_M1	0.92
FBXO48	P1_I1_M1	0.99
GRXCR2	P1_I1_M1	0.99
FAM221B	P1_I1_M1	0.96
PSG5	P1_I1_M15	0.99
ZNF783	P1_I1_M1	0.93
ZNF425	P1_I1_M1	0.98
LRRC10B	P1_I1_M17	0.97
FBXO47	P1_I1_M1	0.98
PCDHGA1	P1_I1_M1	0.99
BLACE	P1_I1_M1	0.99
PCDHA9	P1_I1_M1	0.99
PCDHA8	P1_I1_M1	0.99
PCDHA7	P1_I1_M1	0.99
PCDHA5	P1_I1_M1	0.99
PCDHA4	P1_I1_M1	0.99
PCDHA2	P1_I1_M1	0.99
PCDHA1	P1_I1_M1	0.99
TRIM13	P1_I1_M2	0.95
ERICH4	P1_I1_M12	0.93
MS4A13	P1_I1_M1	0.99
PRSS1	P1_I1_M31	1.0
AARD	P1_I1_M2	0.93
PABPN1L	P1_I1_M1	0.99
OR5D16	P1_I1_M1	0.99
OR5L2	P1_I1_M1	0.99
PKHD1L1	P1_I1_M22	0.87
SLFN12L	P1_I1_M1	0.95
CLLU1OS	P1_I1_M1	0.99
SYCE1L	P1_I1_M3	0.98
TMEM231	P1_I1_M17	0.97
FAM71F2	P1_I1_M2	0.94
C2orf91	P1_I1_M1	0.99
CCNI2	P1_I1_M1	0.97
TMEM240	P1_I1_M1	0.86
FRG2	P1_I1_M1	0.99
FAM205A	P1_I1_M3	0.96
CDKL4	P1_I1_M1	0.99
TMEM88B	P1_I1_M1	0.95
ACCSL	P1_I1_M1	0.99
C4orf47	P1_I1_M3	0.87
SDHAF1	P1_I1_M1	0.85
ARID3C	P1_I1_M1	0.97
C11orf91	P1_I1_M1	0.95
FABP9	P1_I1_M1	0.99
C4orf46	P1_I1_M3	0.97
SCGB2B2	P1_I1_M1	0.99
CCDC144NL	P1_I1_M1	0.99
SPDYE2	P1_I1_M1	0.91
MUC12	P1_I1_M26	0.91
CTXN3	P1_I1_M19	0.97
MGAT4D	P1_I1_M2	0.95
SAP25	P1_I1_M7	0.86
NT5M	P1_I1_M1	0.98
OR6C68	P1_I1_M1	0.99
OR6C65	P1_I1_M1	0.99
OR6C3	P1_I1_M1	0.99
OR6C1	P1_I1_M1	0.99
SLCO6A1	P1_I1_M2	0.96
C15orf59	P1_I1_M5	0.88
CFI	P1_I1_M9	0.9
OR52E6	P1_I1_M1	0.99
KRT6A	P1_I1_M20	0.97
KRT81	P1_I1_M1	0.98
KRTAP12-3	P1_I1_M1	0.99
IZUMO3	P1_I1_M3	0.98
KRTAP10-2	P1_I1_M1	0.99
TP53TG3D	P1_I1_M1	0.98
TP53TG3C	P1_I1_M1	0.99
ATP6AP1L	P1_I1_M1	0.95
OR52J3	P1_I1_M1	0.99
OR51A2	P1_I1_M1	0.99
OR51A4	P1_I1_M1	0.99
C2CD4B	P1_I1_M1	0.93
RGL3	P1_I1_M8	0.94
C9orf92	P1_I1_M1	0.99
DENND6B	P1_I1_M1	0.82
MFSD2B	P1_I1_M1	0.96
VCX3B	P1_I1_M3	0.98
CDPF1	P1_I1_M1	0.96
HTN3	P1_I1_M32	1.0
LIN52	P1_I1_M1	0.84
ARSH	P1_I1_M1	0.99
ACOT6	P1_I1_M1	0.98
TECRL	P1_I1_M25	0.95
DPF3	P1_I1_M1	0.8
MANSC4	P1_I1_M1	0.99
C17orf107	P1_I1_M1	0.96
MBD3L4	P1_I1_M1	0.99
DENND1C	P1_I1_M7	0.96
CRLF2	P1_I1_M1	0.99
CRYZL1	P1_I1_M4	0.83
C5orf51	P1_I1_M6	0.92
GAGE1	P1_I1_M2	0.99
ARRDC5	P1_I1_M3	0.98
CYS1	P1_I1_M19	0.95
KLRC2	P1_I1_M1	0.87
KLRC3	P1_I1_M1	0.95
C16orf96	P1_I1_M1	0.96
GMNC	P1_I1_M1	0.95
TTC23L	P1_I1_M3	0.96
CLEC6A	P1_I1_M1	0.99
RFPL3S	P1_I1_M2	0.99
C22orf42	P1_I1_M1	0.96
NANOGNB	P1_I1_M1	0.99
LRRC72	P1_I1_M1	0.99
C1QTNF9B	P1_I1_M1	0.96
KRTAP5-6	P1_I1_M1	0.99
KRTAP5-2	P1_I1_M1	0.99
KRTAP5-1	P1_I1_M1	0.99
DEFB134	P1_I1_M16	0.86
DEFB135	P1_I1_M16	0.98
DEFB136	P1_I1_M1	0.98
BHLHA9	P1_I1_M1	0.99
DAZ4	P1_I1_M3	0.83
ONECUT3	P1_I1_M1	0.98
CEMP1	P1_I1_M1	0.97
OLIG2	P1_I1_M5	0.99
C21orf62	P1_I1_M1	0.9
IFITM5	P1_I1_M1	0.99
SMIM21	P1_I1_M1	0.99
C18orf63	P1_I1_M3	0.97
DEFA1	P1_I1_M14	0.89
DOK6	P1_I1_M1	0.83
TMEM211	P1_I1_M1	0.98
SERPINB11	P1_I1_M27	0.85
SERPINB4	P1_I1_M20	0.97
SERPINB5	P1_I1_M10	0.84
ZDHHC11B	P1_I1_M1	0.95
KRTAP19-8	P1_I1_M1	0.99
KRTAP20-3	P1_I1_M1	0.99
KRTAP20-4	P1_I1_M1	0.99
KRTAP22-2	P1_I1_M1	0.99
KRTAP27-1	P1_I1_M1	0.99
CFAP99	P1_I1_M1	0.94
GOLGA8O	P1_I1_M1	0.97
TMEM191C	P1_I1_M1	0.99
RNASE13	P1_I1_M16	0.99
HBA1	P1_I1_M14	0.88
HBM	P1_I1_M14	0.93
ELOA2	P1_I1_M1	0.99
ATP10A	P1_I1_M1	0.91
ANKUB1	P1_I1_M1	0.96
TSSK2	P1_I1_M2	0.99
PRR23A	P1_I1_M1	0.99
COL6A6	P1_I1_M1	0.93
LRRC30	P1_I1_M1	0.97
TMEM200C	P1_I1_M1	0.99
OR10C1	P1_I1_M1	0.99
TXNRD3NB	P1_I1_M1	0.99
CFAP44	P1_I1_M1	0.88
CD200R1L	P1_I1_M1	0.99
LNP1	P1_I1_M2	0.95
OR5K3	P1_I1_M1	0.99
VGLL3	P1_I1_M15	0.89
PRSS50	P1_I1_M1	0.97
TRIM71	P1_I1_M1	0.97
ZCWPW2	P1_I1_M3	0.96
METTL6	P1_I1_M6	0.91
XKR4	P1_I1_M1	0.99
GPX3	P1_I1_M19	0.9
DIO2	P1_I1_M22	0.89
DIO1	P1_I1_M22	0.88
SACM1L	P1_I1_M4	0.8
SLC48A1	P1_I1_M13	0.83
TSSK1B	P1_I1_M2	0.97
PRR22	P1_I1_M3	0.98
TAS2R19	P1_I1_M1	0.99
TAS2R50	P1_I1_M1	0.99
TAS2R14	P1_I1_M1	0.99
TAS2R13	P1_I1_M1	0.99
ZRSR1	P1_I1_M1	0.99
KRTAP16-1	P1_I1_M1	0.99
KRTAP29-1	P1_I1_M1	0.99
KRTAP9-6	P1_I1_M1	0.99
CTAGE1	P1_I1_M1	0.99
C17orf51	P1_I1_M1	0.89
KRTAP4-11	P1_I1_M1	0.99
KRTAP4-9	P1_I1_M1	0.99
KRTAP2-3	P1_I1_M1	0.99
KRTAP2-1	P1_I1_M1	0.99
OR2A42	P1_I1_M1	0.99
KRTAP3-3	P1_I1_M1	0.99
KRTAP3-2	P1_I1_M1	0.98
KRTAP3-1	P1_I1_M1	0.99
MT-ND4L	P1_I1_M24	0.84
MAP10	P1_I1_M1	0.99
KRTAP12-4	P1_I1_M1	0.99
KRTAP10-3	P1_I1_M1	0.99
KRTAP6-3	P1_I1_M1	0.99
POU5F1B	P1_I1_M1	0.99
ZNF611	P1_I1_M1	0.94
KLK9	P1_I1_M1	0.99
SYT3	P1_I1_M1	0.9
SPHAR	P1_I1_M1	0.99
DENND1B	P1_I1_M1	0.91
FGFR1OP	P1_I1_M2	0.93
FAM106A	P1_I1_M1	0.98
SCAF8	P1_I1_M4	0.92
CFAP45	P1_I1_M17	0.97
ZNF254	P1_I1_M6	0.86
CRYGS	P1_I1_M1	0.99
LINGO4	P1_I1_M1	0.98
FAM24B	P1_I1_M1	0.89
TRIM59	P1_I1_M3	0.8
MLLT11	P1_I1_M5	0.97
ASIC3	P1_I1_M1	0.97
GIMAP1	P1_I1_M7	0.84
CCDC183	P1_I1_M1	0.95
CSH2	P1_I1_M15	0.97
DNLZ	P1_I1_M1	0.85
TCL1B	P1_I1_M1	0.99
TSGA13	P1_I1_M3	0.98
LTC4S	P1_I1_M1	0.99
ANKRD39	P1_I1_M1	0.83
MXD3	P1_I1_M14	0.81
COG8	P1_I1_M6	0.89
ARHGAP19	P1_I1_M3	0.91
LCAT	P1_I1_M9	0.84
MAGEA12	P1_I1_M1	0.99
PTPRCAP	P1_I1_M7	0.94
KRTAP4-12	P1_I1_M1	0.99
KRTAP2-4	P1_I1_M1	0.99
GPC2	P1_I1_M1	0.96
KRT222	P1_I1_M1	0.94
SIPA1	P1_I1_M7	0.93
SYNJ2BP	P1_I1_M8	0.8
TTLL13P	P1_I1_M1	0.99
GBP7	P1_I1_M9	0.91
RBMXL1	P1_I1_M6	0.93
DNAJC9	P1_I1_M14	0.8
C8orf82	P1_I1_M27	0.8
CPLX3	P1_I1_M27	0.88
VDAC1	P1_I1_M24	0.82
ZBTB9	P1_I1_M1	0.99
NDUFS3	P1_I1_M24	0.87
ADAT3	P1_I1_M1	0.94
SULT1A4	P1_I1_M12	0.94
GPSM3	P1_I1_M7	0.96
LAT	P1_I1_M7	0.89
NCKIPSD	P1_I1_M8	0.93
FAM209B	P1_I1_M2	0.99
UGT2B11	P1_I1_M34	1.0
ATP6V1G2	P1_I1_M1	0.9
GTF2H4	P1_I1_M1	0.99
DDX47	P1_I1_M4	0.92
ZNF845	P1_I1_M1	0.95
KLRK1	P1_I1_M7	0.91
CEACAM18	P1_I1_M1	0.91
EMP2	P1_I1_M28	0.85
PPM1N	P1_I1_M11	0.94
CEACAM16	P1_I1_M1	0.99
SLC23A3	P1_I1_M19	0.9
LTB4R	P1_I1_M10	0.97
LTB4R2	P1_I1_M10	0.92
DNASE1	P1_I1_M12	0.88
LEUTX	P1_I1_M1	0.99
CCL27	P1_I1_M10	0.94
HBE1	P1_I1_M1	0.99
HBG1	P1_I1_M15	0.97
CLDN9	P1_I1_M1	0.99
NUDT19	P1_I1_M1	0.89
ZNF726	P1_I1_M1	0.97
ZNF99	P1_I1_M1	0.99
ZNF90	P1_I1_M1	0.97
TM6SF2	P1_I1_M12	0.97
ZNF891	P1_I1_M1	1.0
IFNA7	P1_I1_M1	0.99
SMIM7	P1_I1_M4	0.8
SMCO1	P1_I1_M11	0.93
WEE2	P1_I1_M1	0.99
MAGEB1	P1_I1_M3	0.98
TMEM213	P1_I1_M19	0.94
PRCD	P1_I1_M1	0.99
ZNF788	P1_I1_M1	0.98
C19orf38	P1_I1_M14	0.98
C12orf74	P1_I1_M1	0.99
IQCJ	P1_I1_M1	0.99
C17orf67	P1_I1_M1	0.99
MINDY4B	P1_I1_M1	0.99
ANG	P1_I1_M9	0.98
SCART1	P1_I1_M1	0.99
NPS	P1_I1_M1	0.99
SPDYE3	P1_I1_M1	0.99
MBLAC1	P1_I1_M1	0.99
FOXI3	P1_I1_M1	0.97
SOGA3	P1_I1_M1	0.96
EFCAB9	P1_I1_M1	0.91
VSTM5	P1_I1_M1	0.97
LCNL1	P1_I1_M1	0.99
BBIP1	P1_I1_M2	0.95
TRIM77	P1_I1_M1	0.99
GNAT3	P1_I1_M1	0.99
AS3MT	P1_I1_M23	0.91
FAM187A	P1_I1_M17	0.9
SEC14L6	P1_I1_M8	0.81
SPINK13	P1_I1_M16	0.99
HIGD1C	P1_I1_M1	0.99
NOTO	P1_I1_M1	0.99
PPME1	P1_I1_M8	0.94
KRTAP2-2	P1_I1_M1	0.99
ZNF705E	P1_I1_M1	0.99
NUTM2D	P1_I1_M1	0.98
CPEB1	P1_I1_M2	0.92
EML6	P1_I1_M1	0.94
DEFB113	P1_I1_M16	0.94
ZNF727	P1_I1_M1	0.98
RP11-27I1.4	P1_I1_M1	0.98
IQCF5	P1_I1_M2	0.98
IQCF6	P1_I1_M3	0.97
C10orf105	P1_I1_M1	0.99
ARHGEF33	P1_I1_M1	0.96
C12orf71	P1_I1_M1	0.99
CAPN14	P1_I1_M20	0.97
RP1-139D8.6	P1_I1_M2	0.98
METTL12	P1_I1_M1	0.99
RP11-726G1.1	P1_I1_M1	0.99
MS4A4E	P1_I1_M1	0.96
CDRT15L2	P1_I1_M1	0.94
MTCP1	P1_I1_M1	0.98
RAD51AP2	P1_I1_M3	0.97
EVPLL	P1_I1_M1	0.99
DCDC2C	P1_I1_M1	0.99
SMTNL1	P1_I1_M11	0.98
TRIM64C	P1_I1_M1	0.99
U82695.5	P1_I1_M1	0.94
SPATA31D1	P1_I1_M1	0.96
ZSWIM7	P1_I1_M1	0.89
GPR33	P1_I1_M1	0.99
TBC1D26	P1_I1_M3	0.97
LRRC69	P1_I1_M1	0.99
ISPD	P1_I1_M1	0.99
GSG1L2	P1_I1_M1	0.99
ACSM4	P1_I1_M1	0.99
C22orf29	P1_I1_M1	0.81
PHB2	P1_I1_M21	0.86
TCP11X2	P1_I1_M1	0.99
GRID2IP	P1_I1_M1	0.99
CXorf49B	P1_I1_M1	0.99
UBXN2B	P1_I1_M6	0.87
CXorf49	P1_I1_M1	0.99
CBWD7	P1_I1_M1	0.97
C16orf90	P1_I1_M3	0.98
PRSS41	P1_I1_M1	0.99
NLRP2B	P1_I1_M1	0.99
MUC5AC	P1_I1_M29	1.0
MSMP	P1_I1_M1	0.99
GOLGA6B	P1_I1_M1	0.98
FAM166B	P1_I1_M23	0.89
GRXCR1	P1_I1_M1	0.97
C5orf49	P1_I1_M17	0.97
UBE2QL1	P1_I1_M5	0.92
KCNU1	P1_I1_M1	0.93
GAGE12G	P1_I1_M1	0.96
HOMEZ	P1_I1_M2	0.9
GAGE10	P1_I1_M1	0.99
ZNF705D	P1_I1_M1	0.98
ZNF705B	P1_I1_M1	0.99
ZNF705G	P1_I1_M1	0.99
SCRT2	P1_I1_M1	0.99
ZNF407	P1_I1_M1	0.96
KRTAP10-4	P1_I1_M1	0.99
KRTAP10-1	P1_I1_M1	0.99
SKOR2	P1_I1_M1	0.99
SIAH3	P1_I1_M1	0.98
EFCAB8	P1_I1_M1	0.99
DEFB116	P1_I1_M1	0.99
DEFB115	P1_I1_M1	0.99
GAB4	P1_I1_M1	0.99
C20orf202	P1_I1_M1	0.98
HMX1	P1_I1_M1	0.99
RSC1A1	P1_I1_M1	0.96
CELA2B	P1_I1_M31	1.0
TMEM242	P1_I1_M1	0.84
TMEM167B	P1_I1_M4	0.9
FAM72D	P1_I1_M1	0.97
TNFRSF25	P1_I1_M10	0.82
SLC35E2	P1_I1_M1	0.95
ZC3H11B	P1_I1_M1	0.98
CYB5RL	P1_I1_M1	0.98
LACTBL1	P1_I1_M1	0.99
C1orf167	P1_I1_M1	0.92
TTC34	P1_I1_M1	0.99
ATAD3C	P1_I1_M1	0.99
GAGE12E	P1_I1_M1	0.99
AC131097.4	P1_I1_M1	0.9
CCDC7	P1_I1_M2	0.99
FNIP1	P1_I1_M6	0.91
SP9	P1_I1_M1	0.99
SYCE3	P1_I1_M2	0.99
PAM16	P1_I1_M1	0.85
CEBPZOS	P1_I1_M4	0.82
TDRD15	P1_I1_M1	0.96
PAPOLB	P1_I1_M2	0.96
ZNF579	P1_I1_M1	0.83
CELA3B	P1_I1_M31	1.0
TEX40	P1_I1_M2	0.96
FAM19A5	P1_I1_M5	0.94
NBPF1	P1_I1_M6	0.86
PPP1R3G	P1_I1_M1	0.98
FAM228B	P1_I1_M6	0.82
LINGO3	P1_I1_M1	0.99
ZGLP1	P1_I1_M1	1.0
VAMP2	P1_I1_M13	0.84
OR6B1	P1_I1_M1	0.99
EBF2	P1_I1_M1	0.95
C6orf226	P1_I1_M30	0.87
PPP3R1	P1_I1_M5	0.89
PSG3	P1_I1_M15	0.99
FANCG	P1_I1_M1	0.93
OR2A5	P1_I1_M1	0.99
KRTAP10-9	P1_I1_M1	0.99
AP4M1	P1_I1_M3	0.83
OR4A5	P1_I1_M1	0.99
C2orf16	P1_I1_M1	0.93
KRTAP1-5	P1_I1_M1	0.99
TAS2R41	P1_I1_M1	0.99
OR2A12	P1_I1_M1	0.99
KRTAP10-10	P1_I1_M1	0.99
KRTAP12-2	P1_I1_M1	0.99
PLXNA4	P1_I1_M1	0.89
MAGEA3	P1_I1_M1	0.94
TMEM257	P1_I1_M1	0.99
